Timestamp,HRV
0.0,2415.2776425192346
0.776,2465.0771815402495
1.568,2502.426835806011
2.372,2477.5270662955036
3.168,2427.7275272744882
3.948,2415.2776425192346
4.724,2477.5270662955036
5.52,2527.3266053165185
6.332,2502.426835806011
7.136,2452.627296784996
7.924,2415.2776425192346
8.7,2477.5270662955036
9.496,2539.7764900717725
10.312,2502.426835806011
11.116,2427.7275272744882
11.896,2415.2776425192346
12.672,2440.177412029742
13.456,2514.876720561265
14.264,2489.976951050757
15.064,2440.177412029742
15.848,2415.2776425192346
16.624,2452.627296784996
17.412,2514.876720561265
18.22,2527.3266053165185
19.032,2477.5270662955036
19.828,2440.177412029742
20.612,2465.0771815402495
21.404,2489.976951050757
22.204,2502.426835806011
23.008,2440.177412029742
23.792,2415.2776425192346
24.568,2415.2776425192346
25.344,2465.0771815402495
26.136,2489.976951050757
26.936,2489.976951050757
27.736,2477.5270662955036
28.532,2477.5270662955036
29.328,2502.426835806011
30.132,2527.3266053165185
30.944,2489.976951050757
31.744,2440.177412029742
32.528,2402.8277577639806
33.3,2415.2776425192346
34.076,2452.627296784996
34.864,2465.0771815402495
35.656,2452.627296784996
36.444,2452.627296784996
37.232,2489.976951050757
38.032,2552.226374827026
38.852,2539.7764900717725
39.668,2477.5270662955036
40.464,2440.177412029742
41.248,2440.177412029742
42.032,2465.0771815402495
42.824,2452.627296784996
43.612,2415.2776425192346
44.388,2402.8277577639806
45.16,2452.627296784996
45.948,2514.876720561265
46.756,2539.7764900717725
47.572,2477.5270662955036
48.368,2465.0771815402495
49.16,2477.5270662955036
49.956,2514.876720561265
50.764,2489.976951050757
51.564,2415.2776425192346
52.34,2390.377873008727
53.108,2427.7275272744882
53.888,2502.426835806011
54.692,2502.426835806011
55.496,2452.627296784996
56.284,2440.177412029742
57.068,2489.976951050757
57.868,2539.7764900717725
58.684,2514.876720561265
59.492,2440.177412029742
60.276,2402.8277577639806
61.048,2440.177412029742
61.832,2489.976951050757
62.632,2477.5270662955036
63.428,2440.177412029742
64.212,2415.2776425192346
64.988,2489.976951050757
65.788,2527.3266053165185
66.6,2514.876720561265
67.408,2452.627296784996
68.196,2452.627296784996
68.984,2477.5270662955036
69.78,2502.426835806011
70.584,2465.0771815402495
71.376,2427.7275272744882
72.156,2440.177412029742
72.94,2465.0771815402495
73.732,2477.5270662955036
74.528,2452.627296784996
75.316,2452.627296784996
76.104,2477.5270662955036
76.9,2489.976951050757
77.7,2489.976951050757
78.5,2477.5270662955036
79.296,2465.0771815402495
80.088,2489.976951050757
80.888,2489.976951050757
81.688,2452.627296784996
82.476,2440.177412029742
83.26,2440.177412029742
84.044,2465.0771815402495
84.836,2477.5270662955036
85.632,2452.627296784996
86.42,2440.177412029742
87.204,2477.5270662955036
88.0,2514.876720561265
88.808,2502.426835806011
89.612,2465.0771815402495
90.404,2452.627296784996
91.192,2465.0771815402495
91.984,2477.5270662955036
92.78,2477.5270662955036
93.576,2440.177412029742
94.36,2452.627296784996
95.148,2465.0771815402495
95.94,2489.976951050757
96.74,2489.976951050757
97.54,2465.0771815402495
98.332,2452.627296784996
99.12,2452.627296784996
99.908,2465.0771815402495
100.7,2477.5270662955036
101.496,2465.0771815402495
102.288,2452.627296784996
103.076,2477.5270662955036
103.872,2489.976951050757
104.672,2514.876720561265
105.48,2477.5270662955036
106.276,2452.627296784996
107.064,2452.627296784996
107.852,2452.627296784996
108.64,2465.0771815402495
109.432,2440.177412029742
110.216,2427.7275272744882
110.996,2452.627296784996
111.784,2489.976951050757
112.584,2514.876720561265
113.392,2489.976951050757
114.192,2489.976951050757
114.992,2489.976951050757
115.792,2489.976951050757
116.592,2465.0771815402495
117.384,2440.177412029742
118.168,2427.7275272744882
