Timestamp,HRV
0.0,860.0
0.86,860.0
1.72,844.0
2.564,852.0
3.416,872.0
4.288,884.0
5.172,868.0
6.04,848.0
6.888,848.0
7.736,852.0
8.588,856.0
9.444,848.0
10.292,844.0
11.136,852.0
11.988,868.0
12.856,872.0
13.728,864.0
14.592,856.0
15.448,852.0
16.3,856.0
17.156,856.0
18.012,860.0
18.872,852.0
19.724,852.0
20.576,860.0
21.436,868.0
22.304,860.0
23.164,848.0
24.012,848.0
24.86,856.0
25.716,860.0
26.576,856.0
27.432,852.0
28.284,860.0
29.144,868.0
30.012,868.0
30.88,856.0
31.736,848.0
32.584,852.0
33.436,856.0
34.292,856.0
35.148,848.0
35.996,856.0
36.852,868.0
37.72,872.0
38.592,856.0
39.448,848.0
40.296,856.0
41.152,856.0
42.008,852.0
42.86,840.0
43.7,852.0
44.552,868.0
45.42,876.0
46.296,864.0
47.16,860.0
48.02,860.0
48.88,864.0
49.744,852.0
50.596,836.0
51.432,836.0
52.268,848.0
53.116,860.0
53.976,860.0
54.836,868.0
55.704,872.0
56.576,872.0
57.448,868.0
58.316,860.0
59.176,856.0
60.032,840.0
60.872,832.0
61.704,848.0
62.552,856.0
63.408,860.0
64.268,848.0
65.116,860.0
65.976,880.0
66.856,884.0
67.74,860.0
68.6,836.0
69.436,856.0
70.292,872.0
71.164,856.0
72.02,824.0
72.844,828.0
73.672,864.0
74.536,880.0
75.416,864.0
76.28,840.0
77.12,860.0
77.98,888.0
78.868,884.0
79.752,840.0
80.592,828.0
81.42,848.0
82.268,868.0
83.136,856.0
83.992,836.0
84.828,840.0
85.668,876.0
86.544,884.0
87.428,864.0
88.292,844.0
89.136,848.0
89.984,872.0
90.856,864.0
91.72,840.0
92.56,836.0
93.396,860.0
94.256,872.0
95.128,868.0
95.996,848.0
96.844,848.0
97.692,864.0
98.556,868.0
99.424,852.0
100.276,844.0
101.12,852.0
101.972,868.0
102.84,864.0
103.704,852.0
104.556,852.0
105.408,864.0
106.272,868.0
107.14,856.0
107.996,844.0
108.84,852.0
109.692,860.0
110.552,856.0
111.408,848.0
112.256,856.0
113.112,868.0
113.98,868.0
114.848,860.0
115.708,852.0
116.56,860.0
117.42,864.0
