Timestamp,HRV
0.0,860.0
0.86,860.0
1.72,844.0
2.564,840.0
3.404,868.0
4.272,880.0
5.152,868.0
6.02,852.0
6.872,852.0
7.724,864.0
8.588,860.0
9.448,840.0
10.288,836.0
11.124,848.0
11.972,868.0
12.84,872.0
13.712,856.0
14.568,864.0
15.432,868.0
16.3,868.0
17.168,856.0
18.024,840.0
18.864,844.0
19.708,848.0
20.556,856.0
21.412,856.0
22.268,856.0
23.124,864.0
23.988,868.0
24.856,868.0
25.724,864.0
26.588,856.0
27.444,852.0
28.296,848.0
29.144,852.0
29.996,856.0
30.852,856.0
31.708,848.0
32.556,848.0
33.404,864.0
34.268,872.0
35.14,860.0
36.0,848.0
36.848,856.0
37.704,880.0
38.584,872.0
39.456,848.0
40.304,832.0
41.136,856.0
41.992,868.0
42.86,852.0
43.712,828.0
44.54,840.0
45.38,868.0
46.248,888.0
47.136,864.0
48.0,848.0
48.848,864.0
49.712,880.0
50.592,868.0
51.46,836.0
52.296,828.0
53.124,848.0
53.972,864.0
54.836,852.0
55.688,840.0
56.528,856.0
57.384,880.0
58.264,880.0
59.144,868.0
60.012,848.0
60.86,856.0
61.716,860.0
62.576,848.0
63.424,840.0
64.264,840.0
65.104,852.0
65.956,868.0
66.824,868.0
67.692,868.0
68.56,864.0
69.424,864.0
70.288,860.0
71.148,852.0
72.0,844.0
72.844,836.0
73.68,848.0
74.528,804.0
75.332,924.0
76.256,868.0
77.124,860.0
77.984,868.0
78.852,868.0
79.72,852.0
80.572,840.0
81.412,840.0
82.252,856.0
83.108,856.0
83.964,856.0
84.82,860.0
85.68,872.0
86.552,868.0
87.42,860.0
88.28,852.0
89.132,852.0
89.984,856.0
90.84,852.0
91.692,844.0
92.536,852.0
93.388,872.0
94.26,868.0
95.128,848.0
95.976,852.0
96.828,864.0
97.692,872.0
98.564,856.0
99.42,836.0
100.256,852.0
101.108,868.0
101.976,868.0
102.844,848.0
103.692,840.0
104.532,856.0
105.388,876.0
106.264,868.0
107.132,848.0
107.98,844.0
108.824,864.0
109.688,872.0
110.56,856.0
111.416,836.0
112.252,844.0
113.096,864.0
113.96,872.0
114.832,856.0
115.688,848.0
116.536,860.0
117.396,872.0
