Timestamp,HRV
0.0,860.0
0.86,848.0
1.708,856.0
2.564,872.0
3.436,860.0
4.296,828.0
5.124,832.0
5.956,860.0
6.816,872.0
7.688,864.0
8.552,848.0
9.4,856.0
10.256,880.0
11.136,876.0
12.012,856.0
12.868,836.0
13.704,848.0
14.552,864.0
15.416,856.0
16.272,840.0
17.112,840.0
17.952,860.0
18.812,876.0
19.688,864.0
20.552,856.0
21.408,860.0
22.268,876.0
23.144,864.0
24.008,844.0
24.852,844.0
25.696,852.0
26.548,852.0
27.4,848.0
28.248,848.0
29.096,864.0
29.96,868.0
30.828,868.0
31.696,860.0
32.556,860.0
33.416,864.0
34.28,852.0
35.132,848.0
35.98,848.0
36.828,852.0
37.68,860.0
38.54,856.0
39.396,860.0
40.256,864.0
41.12,864.0
41.984,856.0
42.84,852.0
43.692,852.0
44.544,860.0
45.404,856.0
46.26,848.0
47.108,860.0
47.968,868.0
48.836,868.0
49.704,852.0
50.556,844.0
51.4,856.0
52.256,864.0
53.12,852.0
53.972,844.0
54.816,852.0
55.668,876.0
56.544,876.0
57.42,856.0
58.276,844.0
59.12,856.0
59.976,868.0
60.844,852.0
61.696,832.0
62.528,836.0
63.364,868.0
64.232,884.0
65.116,864.0
65.98,844.0
66.824,860.0
67.684,876.0
68.56,868.0
69.428,840.0
70.268,832.0
71.1,852.0
71.952,868.0
72.82,860.0
73.68,848.0
74.528,848.0
75.376,868.0
76.244,872.0
77.116,864.0
77.98,848.0
78.828,852.0
79.68,860.0
80.54,864.0
81.404,856.0
82.26,848.0
83.108,848.0
83.956,856.0
84.812,868.0
85.68,856.0
86.536,848.0
87.384,852.0
88.236,868.0
89.104,872.0
89.976,860.0
90.836,844.0
91.68,856.0
92.536,868.0
93.404,864.0
94.268,840.0
95.108,836.0
95.944,856.0
96.8,868.0
97.668,860.0
98.528,844.0
99.372,856.0
100.228,880.0
101.108,880.0
101.988,856.0
102.844,844.0
103.688,856.0
104.544,856.0
105.4,844.0
106.244,832.0
107.076,844.0
107.92,864.0
108.784,876.0
109.66,868.0
110.528,868.0
111.396,872.0
112.268,868.0
113.136,848.0
113.984,836.0
114.82,840.0
115.66,852.0
116.512,852.0
117.364,848.0
118.212,864.0
