Timestamp,HRV
0.0,876.0
0.876,884.0
1.76,852.0
2.612,844.0
3.456,856.0
4.312,872.0
5.184,856.0
6.04,832.0
6.872,836.0
7.708,856.0
8.564,876.0
9.44,868.0
10.308,852.0
11.16,864.0
12.024,876.0
12.9,864.0
13.764,848.0
14.612,836.0
15.448,852.0
16.3,856.0
17.156,852.0
18.008,848.0
18.856,864.0
19.72,872.0
20.592,868.0
21.46,856.0
22.316,856.0
23.172,860.0
24.032,852.0
24.884,844.0
25.728,848.0
26.576,860.0
27.436,864.0
28.3,860.0
29.16,856.0
30.016,864.0
30.88,868.0
31.748,852.0
32.6,844.0
33.444,852.0
34.296,864.0
35.16,856.0
36.016,844.0
36.86,852.0
37.712,876.0
38.588,872.0
39.46,852.0
40.312,848.0
41.16,860.0
42.02,868.0
42.888,856.0
43.744,832.0
44.576,844.0
45.42,868.0
46.288,876.0
47.164,848.0
48.012,844.0
48.856,860.0
49.716,884.0
50.6,864.0
51.464,840.0
52.304,844.0
53.148,868.0
54.016,868.0
54.884,848.0
55.732,836.0
56.568,848.0
57.416,868.0
58.284,872.0
59.156,852.0
60.008,852.0
60.86,868.0
61.728,876.0
62.604,864.0
63.468,840.0
64.308,836.0
65.144,856.0
66.0,856.0
66.856,852.0
67.708,848.0
68.556,860.0
69.416,876.0
70.292,880.0
71.172,860.0
72.032,848.0
72.88,848.0
73.728,860.0
74.588,856.0
75.444,840.0
76.284,840.0
77.124,856.0
77.98,876.0
78.856,872.0
79.728,848.0
80.576,848.0
81.424,868.0
82.292,872.0
83.164,860.0
84.024,840.0
84.864,848.0
85.712,868.0
86.58,864.0
87.444,844.0
88.288,840.0
89.128,848.0
89.976,868.0
90.844,868.0
91.712,856.0
92.568,864.0
93.432,868.0
94.3,872.0
95.172,860.0
96.032,844.0
96.876,840.0
97.716,844.0
98.56,848.0
99.408,848.0
100.256,856.0
101.112,868.0
101.98,872.0
102.852,876.0
103.728,868.0
104.596,864.0
105.46,852.0
106.312,844.0
107.156,840.0
107.996,836.0
108.832,852.0
109.684,856.0
110.54,864.0
111.404,864.0
112.268,868.0
113.136,880.0
114.016,868.0
114.884,848.0
115.732,840.0
116.572,852.0
117.424,860.0
