Timestamp,HRV
0.0,848.0
0.848,844.0
1.692,856.0
2.548,856.0
3.404,848.0
4.252,836.0
5.088,852.0
5.94,876.0
6.816,876.0
7.692,860.0
8.552,844.0
9.396,864.0
10.26,872.0
11.132,856.0
11.988,832.0
12.82,840.0
13.66,868.0
14.528,876.0
15.404,852.0
16.256,840.0
17.096,856.0
17.952,880.0
18.832,864.0
19.696,836.0
20.532,840.0
21.372,868.0
22.24,880.0
23.12,856.0
23.976,844.0
24.82,856.0
25.676,872.0
26.548,864.0
27.412,836.0
28.248,836.0
29.084,856.0
29.94,868.0
30.808,856.0
31.664,852.0
32.516,868.0
33.384,880.0
34.264,868.0
35.132,852.0
35.984,844.0
36.828,856.0
37.684,848.0
38.532,840.0
39.372,844.0
40.216,860.0
41.076,872.0
41.948,864.0
42.812,860.0
43.672,864.0
44.536,868.0
45.404,856.0
46.26,844.0
47.104,848.0
47.952,860.0
48.812,864.0
49.676,852.0
50.528,852.0
51.38,860.0
52.24,868.0
53.108,852.0
53.96,840.0
54.8,848.0
55.648,868.0
56.516,872.0
57.388,856.0
58.244,856.0
59.1,868.0
59.968,868.0
60.836,856.0
61.692,836.0
62.528,840.0
63.368,852.0
64.22,864.0
65.084,856.0
65.94,856.0
66.796,868.0
67.664,872.0
68.536,868.0
69.404,856.0
70.26,844.0
71.104,848.0
71.952,852.0
72.804,852.0
73.656,852.0
74.508,860.0
75.368,860.0
76.228,868.0
77.096,864.0
77.96,864.0
78.824,860.0
79.684,848.0
80.532,848.0
81.38,852.0
82.232,856.0
83.088,856.0
83.944,848.0
84.792,852.0
85.644,872.0
86.516,872.0
87.388,864.0
88.252,848.0
89.1,856.0
89.956,864.0
90.82,860.0
91.68,840.0
92.52,836.0
93.356,848.0
94.204,868.0
95.072,872.0
95.944,860.0
96.804,856.0
97.66,868.0
98.528,872.0
99.4,864.0
100.264,840.0
101.104,832.0
101.936,848.0
102.784,860.0
103.644,864.0
104.508,848.0
105.356,852.0
106.208,872.0
107.08,884.0
107.964,872.0
108.836,840.0
109.676,840.0
110.516,860.0
111.376,860.0
112.236,840.0
113.076,836.0
113.912,848.0
114.76,880.0
115.64,880.0
116.52,860.0
117.38,852.0
